id,q,arm,n_relevant,top5,recall@1,recall@3,recall@5,recall@10,hit@1
q004,why did we adopt a service mesh in the first place,real,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q004,why did we adopt a service mesh in the first place,filtered,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q005,how long do we keep customer order history,none,1,docs/reference-deployment-tiers.md|docs/policy-data-retention.md|docs/guide-oncall-rota.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q005,how long do we keep customer order history,placebo,1,docs/reference-deployment-tiers.md|docs/policy-data-retention.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md,0.0,1.0,1.0,1.0,0
q005,how long do we keep customer order history,real,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q005,how long do we keep customer order history,filtered,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q006,what happened during the checkout outage,none,1,docs/guide-onboarding.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md,0.0,0.0,0.0,1.0,0
q006,what happened during the checkout outage,placebo,1,docs/guide-onboarding.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md,0.0,0.0,0.0,1.0,0
q006,what happened during the checkout outage,real,1,docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md,0.0,0.0,0.0,1.0,0
q006,what happened during the checkout outage,filtered,1,docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md,0.0,0.0,0.0,1.0,0
q007,how many reviewers does a tier 1 deploy need,none,2,docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md,0.0,1.0,1.0,1.0,0
q007,how many reviewers does a tier 1 deploy need,placebo,2,docs/guide-onboarding.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/policy-data-retention.md|docs/adr-0019-calder-gateway.md,0.0,1.0,1.0,1.0,0
q007,how many reviewers does a tier 1 deploy need,real,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md,0.5,1.0,1.0,1.0,1
q007,how many reviewers does a tier 1 deploy need,filtered,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md,0.5,1.0,1.0,1.0,1
q008,who do I page when traffic between services is failing,none,1,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,1.0,1.0,1.0,1.0,1
q008,who do I page when traffic between services is failing,placebo,1,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,1.0,1.0,1.0,1.0,1
q008,who do I page when traffic between services is failing,real,1,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/postmortem-checkout-outage.md,1.0,1.0,1.0,1.0,1
q008,who do I page when traffic between services is failing,filtered,1,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/postmortem-checkout-outage.md,1.0,1.0,1.0,1.0,1
q009,I am shipping my first service where do I start,none,1,docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/guide-oncall-rota.md,1.0,1.0,1.0,1.0,1
q009,I am shipping my first service where do I start,placebo,1,docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/guide-oncall-rota.md,1.0,1.0,1.0,1.0,1
q009,I am shipping my first service where do I start,real,1,docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q009,I am shipping my first service where do I start,filtered,1,docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q010,what does calderctl exit code 3 mean,none,1,docs/reference-calderctl.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,1.0,1.0,1.0,1.0,1
q010,what does calderctl exit code 3 mean,placebo,1,docs/reference-calderctl.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,1.0,1.0,1.0,1.0,1
q010,what does calderctl exit code 3 mean,real,1,docs/reference-calderctl.md|docs/guide-onboarding.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,1.0,1.0,1.0,1.0,1
q010,what does calderctl exit code 3 mean,filtered,1,docs/reference-calderctl.md|docs/guide-onboarding.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,1.0,1.0,1.0,1.0,1
q011,what is the soak period for the revenue path tier,none,1,docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q011,what is the soak period for the revenue path tier,placebo,1,docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q011,what is the soak period for the revenue path tier,real,1,docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q011,what is the soak period for the revenue path tier,filtered,1,docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q012,how do I freeze an in flight rollout,none,3,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.0,0.6667,1.0,1.0,0
q012,how do I freeze an in flight rollout,placebo,3,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.0,0.6667,1.0,1.0,0
q012,how do I freeze an in flight rollout,real,3,docs/runbook-gateway-rollback.md|docs/guide-oncall-rota.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.3333,0.6667,1.0,1.0,1
q012,how do I freeze an in flight rollout,filtered,3,docs/runbook-gateway-rollback.md|docs/guide-oncall-rota.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.3333,0.6667,1.0,1.0,1
q013,am I allowed to be on call two weeks in a row,none,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md,0.0,1.0,1.0,1.0,0
q013,am I allowed to be on call two weeks in a row,placebo,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md,0.0,1.0,1.0,1.0,0
q013,am I allowed to be on call two weeks in a row,real,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/policy-data-retention.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q013,am I allowed to be on call two weeks in a row,filtered,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/policy-data-retention.md|docs/adr-0007-helix-mesh.md,1.0,1.0,1.0,1.0,1
q014,does an internal service page anyone overnight,none,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md,0.3333,0.6667,1.0,1.0,1
q014,does an internal service page anyone overnight,placebo,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md,0.3333,0.6667,1.0,1.0,1
q014,does an internal service page anyone overnight,real,3,docs/reference-deployment-tiers.md|docs/policy-data-retention.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md,0.3333,0.6667,1.0,1.0,1
q014,does an internal service page anyone overnight,filtered,3,docs/reference-deployment-tiers.md|docs/policy-data-retention.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md,0.3333,0.6667,1.0,1.0,1
q015,what is the current decision for east west traffic,none,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q015,what is the current decision for east west traffic,placebo,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q015,what is the current decision for east west traffic,real,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q015,what is the current decision for east west traffic,filtered,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q016,which proxy do we run between services today,none,2,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md,0.0,0.0,0.5,1.0,0
q016,which proxy do we run between services today,placebo,2,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md|docs/runbook-mesh-rollback-legacy.md,0.0,0.0,0.5,1.0,0
q016,which proxy do we run between services today,real,2,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md,0.0,0.0,0.5,1.0,0
q016,which proxy do we run between services today,filtered,2,docs/guide-oncall-rota.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md,0.0,0.0,0.5,1.0,0
q017,why did we move away from sidecars,none,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.0,1.0,1.0,1.0,0
q017,why did we move away from sidecars,placebo,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.0,1.0,1.0,1.0,0
q017,why did we move away from sidecars,real,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.0,1.0,1.0,1.0,0
q017,why did we move away from sidecars,filtered,1,docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.0,1.0,1.0,1.0,0
q018,how much memory did the sidecar actually use,none,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q018,how much memory did the sidecar actually use,placebo,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md|docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q018,how much memory did the sidecar actually use,real,1,docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q018,how much memory did the sidecar actually use,filtered,1,docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q019,is helix mesh still in use anywhere,none,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/postmortem-checkout-outage.md,0.5,0.5,0.5,1.0,1
q019,is helix mesh still in use anywhere,placebo,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/postmortem-checkout-outage.md,0.5,0.5,0.5,1.0,1
q019,is helix mesh still in use anywhere,real,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/reference-calderctl.md,0.5,0.5,0.5,1.0,1
q019,is helix mesh still in use anywhere,filtered,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/reference-calderctl.md,0.5,0.5,0.5,1.0,1
q022,can I start new work against helix mesh,none,1,docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q022,can I start new work against helix mesh,placebo,1,docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q022,can I start new work against helix mesh,real,1,docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q022,can I start new work against helix mesh,filtered,1,docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q023,what max surge should I use rolling back the node proxy,none,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,0.5,1.0,1.0,1.0,1
q023,what max surge should I use rolling back the node proxy,placebo,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,0.5,1.0,1.0,1.0,1
q023,what max surge should I use rolling back the node proxy,real,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q023,what max surge should I use rolling back the node proxy,filtered,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q024,what max surge for a sidecar rollback,none,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,0.5,1.0,1.0,1.0,1
q024,what max surge for a sidecar rollback,placebo,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/postmortem-checkout-outage.md|docs/adr-0019-calder-gateway.md,0.5,1.0,1.0,1.0,1
q024,what max surge for a sidecar rollback,real,2,docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/runbook-gateway-rollback.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.5,1.0,1.0,1.0,1
q024,what max surge for a sidecar rollback,filtered,2,docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/runbook-gateway-rollback.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.5,1.0,1.0,1.0,1
q025,verify per node after rolling back,none,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q025,verify per node after rolling back,placebo,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q025,verify per node after rolling back,real,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q025,verify per node after rolling back,filtered,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q026,verify per service after rolling back,none,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q026,verify per service after rolling back,placebo,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q026,verify per service after rolling back,real,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q026,verify per service after rolling back,filtered,2,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q028,how long does a gateway rollback take,none,1,docs/reference-deployment-tiers.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md,0.0,0.0,1.0,1.0,0
q028,how long does a gateway rollback take,placebo,1,docs/reference-deployment-tiers.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/guide-onboarding.md,0.0,0.0,1.0,1.0,0
q028,how long does a gateway rollback take,real,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md,1.0,1.0,1.0,1.0,1
q028,how long does a gateway rollback take,filtered,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md,1.0,1.0,1.0,1.0,1
q029,how long does a mesh rollback take,none,1,docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md,0.0,0.0,0.0,1.0,0
q029,how long does a mesh rollback take,placebo,1,docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md,0.0,0.0,0.0,1.0,0
q029,how long does a mesh rollback take,real,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q029,how long does a mesh rollback take,filtered,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q030,pods skipped silently during a rollback,none,2,docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q030,pods skipped silently during a rollback,placebo,2,docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q030,pods skipped silently during a rollback,real,2,docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q030,pods skipped silently during a rollback,filtered,2,docs/postmortem-checkout-outage.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q031,is the legacy runbook still valid,none,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md,0.5,0.5,1.0,1.0,1
q031,is the legacy runbook still valid,placebo,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md,0.5,0.5,1.0,1.0,1
q031,is the legacy runbook still valid,real,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md,0.5,0.5,1.0,1.0,1
q031,is the legacy runbook still valid,filtered,2,docs/runbook-mesh-rollback-legacy.md|docs/runbook-gateway-rollback.md|docs/reference-calderctl.md|docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md,0.5,0.5,1.0,1.0,1
q033,why keep a superseded record in the repository,none,1,docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
